,DoneDateMonthYear,ProgramCode,NumServices,Month
1498,Jun-2021,T28,2,June
1499,Jun-2021,TWC,115,June
1500,Jun-2021,WM,548,June
1501,Jul-2021,AD,33,July
1502,Jul-2021,ANT,6,July
1503,Jul-2021,B14,149,July
1504,Jul-2021,B21,3352,July
1505,Jul-2021,B28,141,July
1506,Jul-2021,BC,31,July
1507,Jul-2021,BCO,25,July
1508,Jul-2021,BET,1,July
1509,Jul-2021,BTI,8,July
1510,Jul-2021,D,49,July
1511,Jul-2021,DWM,8,July
1512,Jul-2021,ES,5,July
1513,Jul-2021,FZ2,82,July
1514,Jul-2021,FZ3,575,July
1515,Jul-2021,FZ5,1,July
1516,Jul-2021,GM,380,July
1517,Jul-2021,LAB,13,July
1518,Jul-2021,LAG,51,July
1519,Jul-2021,M14,23,July
1520,Jul-2021,M21,153,July
1521,Jul-2021,M28,3,July
1522,Jul-2021,MC,2,July
1523,Jul-2021,MVB,20,July
1524,Jul-2021,MVT,1,July
1525,Jul-2021,POT,239,July
1526,Jul-2021,PRE,66,July
1527,Jul-2021,R,14,July
1528,Jul-2021,RTB,33,July
1529,Jul-2021,RTM,48,July
1530,Jul-2021,RTT,1,July
1531,Jul-2021,ST,25,July
1532,Jul-2021,T14,2,July
1533,Jul-2021,T21,78,July
1534,Jul-2021,T28,2,July
1535,Jul-2021,TWC,208,July
1536,Jul-2021,WM,530,July
1537,Aug-2021,AD,30,August
1538,Aug-2021,ANT,4,August
1539,Aug-2021,B14,157,August
1540,Aug-2021,B21,3108,August
1541,Aug-2021,B28,137,August
1542,Aug-2021,BC,37,August
1543,Aug-2021,BCO,23,August
1544,Aug-2021,BTI,14,August
1545,Aug-2021,CA,144,August
1546,Aug-2021,D,61,August
1547,Aug-2021,DWM,3,August
1548,Aug-2021,ES,15,August
1549,Aug-2021,FZ2,1,August
1550,Aug-2021,FZ3,203,August
1551,Aug-2021,FZ4,201,August
1552,Aug-2021,FZ5,1,August
1553,Aug-2021,GM,259,August
1554,Aug-2021,LAB,23,August
1555,Aug-2021,LAG,43,August
1556,Aug-2021,M14,39,August
1557,Aug-2021,M21,147,August
1558,Aug-2021,M28,4,August
1559,Aug-2021,MC,2,August
1560,Aug-2021,MMM,1,August
1561,Aug-2021,MVB,25,August
1562,Aug-2021,OS,143,August
1563,Aug-2021,POT,25,August
1564,Aug-2021,PRE,5,August
1565,Aug-2021,R,12,August
1566,Aug-2021,RTB,19,August
1567,Aug-2021,RTM,34,August
1568,Aug-2021,ST,20,August
1569,Aug-2021,T14,2,August
1570,Aug-2021,T21,80,August
1571,Aug-2021,T28,2,August
1572,Aug-2021,TD,42,August
1573,Aug-2021,TWC,201,August
1574,Aug-2021,WM,167,August
1575,Sep-2021,AD,18,September
1576,Sep-2021,ANT,4,September
1577,Sep-2021,B14,99,September
1578,Sep-2021,B21,2312,September
1579,Sep-2021,B28,92,September
1580,Sep-2021,BC,13,September
1581,Sep-2021,BCO,21,September
1582,Sep-2021,BTI,9,September
1583,Sep-2021,CA,397,September
1584,Sep-2021,D,33,September
1585,Sep-2021,DWM,3,September
1586,Sep-2021,ES,6,September
1587,Sep-2021,FZ4,420,September
1588,Sep-2021,FZ5,1,September
1589,Sep-2021,GM,15,September
1590,Sep-2021,LAB,44,September
1591,Sep-2021,LAG,8,September
1592,Sep-2021,M14,23,September
1593,Sep-2021,M21,125,September
1594,Sep-2021,M28,2,September
1595,Sep-2021,MC,1,September
1596,Sep-2021,MMM,1,September
1597,Sep-2021,MS,1,September
1598,Sep-2021,MVB,20,September
1599,Sep-2021,OS,393,September
1600,Sep-2021,R,8,September
1601,Sep-2021,RTB,16,September
1602,Sep-2021,RTM,24,September
1603,Sep-2021,RTT,1,September
1604,Sep-2021,ST,30,September
1605,Sep-2021,T14,2,September
1606,Sep-2021,T21,54,September
1607,Sep-2021,T28,1,September
1608,Sep-2021,TD,175,September
1609,Sep-2021,TWC,68,September
1610,Sep-2021,WM,5,September
1611,Oct-2021,AD,24,October
1612,Oct-2021,ANT,3,October
1613,Oct-2021,B14,100,October
1614,Oct-2021,B21,2467,October
1615,Oct-2021,B28,85,October
1616,Oct-2021,BC,8,October
1617,Oct-2021,BCO,17,October
1618,Oct-2021,BTI,7,October
1619,Oct-2021,CA,174,October
1620,Oct-2021,D,45,October
1621,Oct-2021,FZ1,1,October
1622,Oct-2021,FZ4,199,October
1623,Oct-2021,FZ5,316,October
1624,Oct-2021,GM,33,October
1625,Oct-2021,LAB,41,October
1626,Oct-2021,LAG,221,October
1627,Oct-2021,M14,15,October
1628,Oct-2021,M21,87,October
1629,Oct-2021,M28,1,October
1630,Oct-2021,MVB,10,October
1631,Oct-2021,OS,173,October
1632,Oct-2021,POT,65,October
1633,Oct-2021,R,6,October
1634,Oct-2021,RTB,4,October
1635,Oct-2021,RTM,11,October
1636,Oct-2021,RTT,1,October
1637,Oct-2021,ST,17,October
1638,Oct-2021,T14,4,October
1639,Oct-2021,T21,56,October
1640,Oct-2021,TD,89,October
1641,Oct-2021,TWC,14,October
1642,Oct-2021,WM,3,October
